station_id,station_type,date,cylinders_sold,stock_available,day_of_week,is_weekend,is_festival_week,season,supplier_lead_days,month,week_number
STN_001,Urban,2024-02-03,349,278,5,1,1,Dry,3,2,5
STN_001,Urban,2024-02-04,363,0,6,1,1,Dry,3,2,5
STN_001,Urban,2024-02-05,315,285,0,0,1,Dry,3,2,6
STN_001,Urban,2024-02-06,264,21,1,0,1,Dry,3,2,6
STN_001,Urban,2024-02-07,207,414,2,0,0,Dry,3,2,6
STN_001,Urban,2024-02-08,204,210,3,0,0,Dry,3,2,6
STN_001,Urban,2024-02-09,210,0,4,0,0,Dry,3,2,6
STN_001,Urban,2024-02-10,264,336,5,1,0,Dry,3,2,6
STN_001,Urban,2024-02-11,277,59,6,1,0,Dry,3,2,6
STN_001,Urban,2024-02-12,222,437,0,0,0,Dry,3,2,7
STN_001,Urban,2024-02-13,201,236,1,0,0,Dry,3,2,7
STN_001,Urban,2024-02-14,214,22,2,0,0,Dry,3,2,7
STN_001,Urban,2024-02-15,248,374,3,0,0,Dry,3,2,7
STN_001,Urban,2024-02-16,216,158,4,0,0,Dry,3,2,7
STN_001,Urban,2024-02-17,238,520,5,1,0,Dry,3,2,7
STN_001,Urban,2024-02-18,240,280,6,1,0,Dry,3,2,7
STN_001,Urban,2024-02-19,223,57,0,0,0,Dry,3,2,8
STN_001,Urban,2024-02-20,198,459,1,0,0,Dry,3,2,8
STN_001,Urban,2024-02-21,204,255,2,0,0,Dry,3,2,8
STN_001,Urban,2024-02-22,235,20,3,0,0,Dry,3,2,8
STN_001,Urban,2024-02-23,222,398,4,0,0,Dry,3,2,8
STN_001,Urban,2024-02-24,248,150,5,1,0,Dry,3,2,8
STN_001,Urban,2024-02-25,270,480,6,1,0,Dry,3,2,8
STN_001,Urban,2024-02-26,201,279,0,0,0,Dry,3,2,9
STN_001,Urban,2024-02-27,209,70,1,0,0,Dry,3,2,9
STN_001,Urban,2024-02-28,0,670,2,0,0,Dry,3,2,9
STN_001,Urban,2024-02-29,221,449,3,0,0,Dry,3,2,9
STN_001,Urban,2024-03-01,185,264,4,0,0,Dry,3,3,9
STN_001,Urban,2024-03-02,236,28,5,1,0,Dry,3,3,9
STN_001,Urban,2024-03-03,243,385,6,1,0,Dry,3,3,9
STN_001,Urban,2024-03-04,225,160,0,0,0,Dry,3,3,10
STN_001,Urban,2024-03-05,222,538,1,0,0,Dry,3,3,10
STN_001,Urban,2024-03-06,215,323,2,0,0,Dry,3,3,10
STN_001,Urban,2024-03-07,175,148,3,0,0,Dry,3,3,10
STN_001,Urban,2024-03-08,216,532,4,0,0,Dry,3,3,10
STN_001,Urban,2024-03-09,249,283,5,1,0,Dry,3,3,10
STN_001,Urban,2024-03-10,308,0,6,1,0,Dry,3,3,10
STN_001,Urban,2024-03-11,213,387,0,0,0,Dry,3,3,11
STN_001,Urban,2024-03-12,223,164,1,0,0,Dry,3,3,11
STN_001,Urban,2024-03-13,242,522,2,0,0,Dry,3,3,11
STN_001,Urban,2024-03-14,233,289,3,0,0,Dry,3,3,11
STN_001,Urban,2024-03-15,247,42,4,0,0,Dry,3,3,11
STN_001,Urban,2024-03-16,213,429,5,1,0,Dry,3,3,11
STN_001,Urban,2024-03-17,223,206,6,1,0,Dry,3,3,11
STN_001,Urban,2024-03-18,205,1,0,0,0,Dry,3,3,12
STN_001,Urban,2024-03-19,184,417,1,0,0,Dry,3,3,12
STN_001,Urban,2024-03-20,219,198,2,0,0,Dry,3,3,12
STN_001,Urban,2024-03-21,198,600,3,0,0,Dry,3,3,12
STN_001,Urban,2024-03-22,251,349,4,0,0,Dry,3,3,12
STN_001,Urban,2024-03-23,229,120,5,1,0,Dry,3,3,12
STN_001,Urban,2024-03-24,241,479,6,1,0,Dry,3,3,12
STN_001,Urban,2024-03-25,236,243,0,0,0,Dry,3,3,13
STN_001,Urban,2024-03-26,191,52,1,0,0,Dry,3,3,13
STN_001,Urban,2024-03-27,183,469,2,0,0,Dry,3,3,13
STN_001,Urban,2024-03-28,222,247,3,0,0,Dry,3,3,13
STN_001,Urban,2024-03-29,224,23,4,0,0,Dry,3,3,13
STN_001,Urban,2024-03-30,269,354,5,1,0,Dry,3,3,13
STN_001,Urban,2024-03-31,262,92,6,1,0,Dry,3,3,13
STN_001,Urban,2024-04-01,225,467,0,0,0,Dry,3,4,14
STN_001,Urban,2024-04-02,204,263,1,0,0,Dry,3,4,14
STN_001,Urban,2024-04-03,224,39,2,0,0,Dry,3,4,14
STN_001,Urban,2024-04-04,0,639,3,0,0,Dry,3,4,14
STN_001,Urban,2024-04-05,203,436,4,0,0,Dry,3,4,14
STN_001,Urban,2024-04-06,297,139,5,1,0,Dry,3,4,14
STN_001,Urban,2024-04-07,262,477,6,1,0,Dry,3,4,14
STN_001,Urban,2024-04-08,198,279,0,0,0,Dry,3,4,15
STN_001,Urban,2024-04-09,237,42,1,0,0,Dry,3,4,15
STN_001,Urban,2024-04-10,325,317,2,0,1,Dry,3,4,15
STN_001,Urban,2024-04-11,308,9,3,0,1,Dry,3,4,15
STN_001,Urban,2024-04-12,289,320,4,0,1,Dry,3,4,15
STN_001,Urban,2024-04-13,313,7,5,1,1,Dry,3,4,15
STN_001,Urban,2024-04-14,336,271,6,1,1,Dry,3,4,15
STN_001,Urban,2024-04-15,307,0,0,0,1,Dry,3,4,16
STN_001,Urban,2024-04-16,297,303,1,0,1,Dry,3,4,16
STN_001,Urban,2024-04-17,252,51,2,0,0,Dry,3,4,16
STN_001,Urban,2024-04-18,234,417,3,0,0,Dry,3,4,16
STN_001,Urban,2024-04-19,201,216,4,0,0,Dry,3,4,16
STN_001,Urban,2024-04-20,225,0,5,1,0,Dry,3,4,16
STN_001,Urban,2024-04-21,264,336,6,1,0,Dry,3,4,16
STN_001,Urban,2024-04-22,0,336,0,0,0,Dry,3,4,17
STN_001,Urban,2024-04-23,236,100,1,0,0,Dry,3,4,17
STN_001,Urban,2024-04-24,231,469,2,0,0,Dry,3,4,17
STN_001,Urban,2024-04-25,219,250,3,0,0,Dry,3,4,17
STN_001,Urban,2024-04-26,202,48,4,0,0,Dry,3,4,17
STN_001,Urban,2024-04-27,214,434,5,1,0,Dry,3,4,17
STN_001,Urban,2024-04-28,258,176,6,1,0,Dry,3,4,17
STN_001,Urban,2024-04-29,194,582,0,0,0,Dry,3,4,18
STN_001,Urban,2024-04-30,202,380,1,0,0,Dry,3,4,18
STN_001,Urban,2024-05-01,258,122,2,0,0,SW_Monsoon,3,5,18
STN_001,Urban,2024-05-02,256,466,3,0,0,SW_Monsoon,3,5,18
STN_001,Urban,2024-05-03,225,241,4,0,0,SW_Monsoon,3,5,18
STN_001,Urban,2024-05-04,322,0,5,1,0,SW_Monsoon,3,5,18
STN_001,Urban,2024-05-05,322,278,6,1,0,SW_Monsoon,3,5,18
STN_001,Urban,2024-05-06,268,10,0,0,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-07,268,342,1,0,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-08,268,74,2,0,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-09,354,320,3,0,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-10,280,40,4,0,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-11,311,329,5,1,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-12,269,60,6,1,0,SW_Monsoon,3,5,19
STN_001,Urban,2024-05-13,250,410,0,0,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-14,315,95,1,0,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-15,208,487,2,0,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-16,244,243,3,0,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-17,284,0,4,0,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-18,272,328,5,1,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-19,312,16,6,1,0,SW_Monsoon,3,5,20
STN_001,Urban,2024-05-20,258,358,0,0,0,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-21,324,34,1,0,1,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-22,276,358,2,0,1,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-23,353,5,3,0,1,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-24,319,286,4,0,1,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-25,392,0,5,1,1,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-26,308,292,6,1,0,SW_Monsoon,3,5,21
STN_001,Urban,2024-05-27,280,12,0,0,0,SW_Monsoon,3,5,22
STN_001,Urban,2024-05-28,245,367,1,0,0,SW_Monsoon,3,5,22
STN_001,Urban,2024-05-29,241,126,2,0,0,SW_Monsoon,3,5,22
STN_001,Urban,2024-05-30,225,501,3,0,0,SW_Monsoon,3,5,22
STN_001,Urban,2024-05-31,281,220,4,0,0,SW_Monsoon,3,5,22
STN_001,Urban,2024-06-01,357,0,5,1,0,SW_Monsoon,3,6,22
STN_001,Urban,2024-06-02,325,275,6,1,0,SW_Monsoon,3,6,22
STN_001,Urban,2024-06-03,0,275,0,0,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-04,240,35,1,0,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-05,270,365,2,0,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-06,278,87,3,0,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-07,174,513,4,0,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-08,265,248,5,1,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-09,343,0,6,1,0,SW_Monsoon,3,6,23
STN_001,Urban,2024-06-10,222,378,0,0,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-11,296,82,1,0,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-12,222,460,2,0,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-13,233,227,3,0,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-14,271,0,4,0,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-15,298,302,5,1,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-16,284,18,6,1,0,SW_Monsoon,3,6,24
STN_001,Urban,2024-06-17,301,317,0,0,0,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-18,227,90,1,0,0,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-19,345,345,2,0,1,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-20,371,0,3,0,1,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-21,360,240,4,0,1,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-22,376,0,5,1,1,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-23,377,223,6,1,1,SW_Monsoon,3,6,25
STN_001,Urban,2024-06-24,282,0,0,0,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-06-25,284,316,1,0,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-06-26,268,48,2,0,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-06-27,239,409,3,0,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-06-28,246,163,4,0,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-06-29,297,466,5,1,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-06-30,301,165,6,1,0,SW_Monsoon,3,6,26
STN_001,Urban,2024-07-01,275,490,0,0,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-02,256,234,1,0,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-03,283,0,2,0,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-04,282,318,3,0,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-05,295,23,4,0,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-06,299,324,5,1,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-07,308,16,6,1,0,SW_Monsoon,3,7,27
STN_001,Urban,2024-07-08,258,358,0,0,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-09,240,118,1,0,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-10,317,401,2,0,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-11,292,109,3,0,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-12,283,426,4,0,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-13,299,127,5,1,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-14,272,455,6,1,0,SW_Monsoon,3,7,28
STN_001,Urban,2024-07-15,288,167,0,0,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-16,259,508,1,0,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-17,273,235,2,0,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-18,248,0,3,0,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-19,269,331,4,0,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-20,285,46,5,1,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-21,286,360,6,1,0,SW_Monsoon,3,7,29
STN_001,Urban,2024-07-22,269,91,0,0,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-23,225,466,1,0,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-24,226,240,2,0,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-25,244,0,3,0,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-26,258,342,4,0,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-27,327,15,5,1,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-28,296,319,6,1,0,SW_Monsoon,3,7,30
STN_001,Urban,2024-07-29,263,56,0,0,0,SW_Monsoon,3,7,31
STN_001,Urban,2024-07-30,256,400,1,0,0,SW_Monsoon,3,7,31
STN_001,Urban,2024-07-31,272,128,2,0,0,SW_Monsoon,3,7,31
STN_001,Urban,2024-08-01,242,486,3,0,0,SW_Monsoon,3,8,31
STN_001,Urban,2024-08-02,261,225,4,0,0,SW_Monsoon,3,8,31
STN_001,Urban,2024-08-03,314,0,5,1,0,SW_Monsoon,3,8,31
STN_001,Urban,2024-08-04,308,292,6,1,0,SW_Monsoon,3,8,31
STN_001,Urban,2024-08-05,265,27,0,0,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-06,265,362,1,0,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-07,278,84,2,0,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-08,322,362,3,0,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-09,244,118,4,0,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-10,369,349,5,1,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-11,278,71,6,1,0,SW_Monsoon,3,8,32
STN_001,Urban,2024-08-12,209,462,0,0,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-13,251,211,1,0,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-14,274,0,2,0,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-15,315,285,3,0,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-16,242,43,4,0,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-17,318,325,5,1,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-18,263,62,6,1,0,SW_Monsoon,3,8,33
STN_001,Urban,2024-08-19,315,347,0,0,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-20,298,49,1,0,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-21,254,395,2,0,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-22,221,174,3,0,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-23,302,472,4,0,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-24,301,171,5,1,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-25,342,429,6,1,0,SW_Monsoon,3,8,34
STN_001,Urban,2024-08-26,267,162,0,0,0,SW_Monsoon,3,8,35
STN_001,Urban,2024-08-27,268,494,1,0,0,SW_Monsoon,3,8,35
STN_001,Urban,2024-08-28,255,239,2,0,0,SW_Monsoon,3,8,35
STN_001,Urban,2024-08-29,283,0,3,0,0,SW_Monsoon,3,8,35
STN_001,Urban,2024-08-30,270,330,4,0,0,SW_Monsoon,3,8,35
STN_001,Urban,2024-08-31,321,9,5,1,0,SW_Monsoon,3,8,35
STN_001,Urban,2024-09-01,258,351,6,1,0,SW_Monsoon,3,9,35
STN_001,Urban,2024-09-02,302,49,0,0,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-03,309,340,1,0,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-04,271,69,2,0,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-05,323,346,3,0,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-06,315,31,4,0,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-07,326,305,5,1,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-08,348,0,6,1,0,SW_Monsoon,3,9,36
STN_001,Urban,2024-09-09,297,303,0,0,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-10,221,82,1,0,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-11,261,421,2,0,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-12,288,133,3,0,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-13,312,421,4,0,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-14,264,157,5,1,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-15,254,503,6,1,0,SW_Monsoon,3,9,37
STN_001,Urban,2024-09-16,268,235,0,0,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-17,213,22,1,0,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-18,267,355,2,0,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-19,279,76,3,0,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-20,244,432,4,0,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-21,306,126,5,1,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-22,337,389,6,1,0,SW_Monsoon,3,9,38
STN_001,Urban,2024-09-23,255,134,0,0,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-24,248,486,1,0,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-25,267,219,2,0,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-26,242,0,3,0,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-27,323,277,4,0,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-28,309,0,5,1,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-29,287,313,6,1,0,SW_Monsoon,3,9,39
STN_001,Urban,2024-09-30,276,37,0,0,0,SW_Monsoon,3,9,40
STN_001,Urban,2024-10-01,256,381,1,0,0,NE_Monsoon,3,10,40
STN_001,Urban,2024-10-02,253,128,2,0,0,NE_Monsoon,3,10,40
STN_001,Urban,2024-10-03,245,483,3,0,0,NE_Monsoon,3,10,40
STN_001,Urban,2024-10-04,244,239,4,0,0,NE_Monsoon,3,10,40
STN_001,Urban,2024-10-05,251,0,5,1,0,NE_Monsoon,3,10,40
STN_001,Urban,2024-10-06,336,264,6,1,0,NE_Monsoon,3,10,40
STN_001,Urban,2024-10-07,274,0,0,0,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-08,267,333,1,0,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-09,256,77,2,0,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-10,235,442,3,0,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-11,240,202,4,0,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-12,254,0,5,1,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-13,277,323,6,1,0,NE_Monsoon,3,10,41
STN_001,Urban,2024-10-14,232,91,0,0,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-15,304,387,1,0,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-16,283,104,2,0,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-17,262,442,3,0,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-18,238,204,4,0,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-19,266,0,5,1,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-20,292,308,6,1,0,NE_Monsoon,3,10,42
STN_001,Urban,2024-10-21,285,23,0,0,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-22,311,312,1,0,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-23,224,88,2,0,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-24,275,413,3,0,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-25,244,169,4,0,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-26,284,485,5,1,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-27,300,185,6,1,0,NE_Monsoon,3,10,43
STN_001,Urban,2024-10-28,240,545,0,0,0,NE_Monsoon,3,10,44
STN_001,Urban,2024-10-29,345,200,1,0,1,NE_Monsoon,3,10,44
STN_001,Urban,2024-10-30,321,0,2,0,1,NE_Monsoon,3,10,44
STN_001,Urban,2024-10-31,333,267,3,0,1,NE_Monsoon,3,10,44
STN_001,Urban,2024-11-01,380,0,4,0,1,NE_Monsoon,3,11,44
STN_001,Urban,2024-11-02,407,193,5,1,1,NE_Monsoon,3,11,44
STN_001,Urban,2024-11-03,321,472,6,1,0,NE_Monsoon,3,11,44
STN_001,Urban,2024-11-04,245,227,0,0,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-05,277,0,1,0,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-06,220,380,2,0,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-07,263,117,3,0,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-08,279,438,4,0,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-09,250,188,5,1,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-10,280,508,6,1,0,NE_Monsoon,3,11,45
STN_001,Urban,2024-11-11,264,244,0,0,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-12,289,0,1,0,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-13,248,352,2,0,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-14,277,75,3,0,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-15,301,374,4,0,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-16,318,56,5,1,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-17,294,362,6,1,0,NE_Monsoon,3,11,46
STN_001,Urban,2024-11-18,273,89,0,0,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-19,248,441,1,0,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-20,266,175,2,0,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-21,259,516,3,0,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-22,272,244,4,0,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-23,289,0,5,1,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-24,313,287,6,1,0,NE_Monsoon,3,11,47
STN_001,Urban,2024-11-25,253,34,0,0,0,NE_Monsoon,3,11,48
STN_001,Urban,2024-11-26,287,347,1,0,0,NE_Monsoon,3,11,48
STN_001,Urban,2024-11-27,256,91,2,0,0,NE_Monsoon,3,11,48
STN_001,Urban,2024-11-28,210,481,3,0,0,NE_Monsoon,3,11,48
STN_001,Urban,2024-11-29,238,243,4,0,0,NE_Monsoon,3,11,48
STN_001,Urban,2024-11-30,303,0,5,1,0,NE_Monsoon,3,11,48
STN_001,Urban,2024-12-01,353,247,6,1,0,NE_Monsoon,3,12,48
STN_001,Urban,2024-12-02,287,0,0,0,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-03,206,394,1,0,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-04,226,168,2,0,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-05,295,473,3,0,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-06,282,191,4,0,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-07,372,419,5,1,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-08,289,130,6,1,0,NE_Monsoon,3,12,49
STN_001,Urban,2024-12-09,243,487,0,0,0,NE_Monsoon,3,12,50
STN_001,Urban,2024-12-10,268,219,1,0,0,NE_Monsoon,3,12,50
STN_001,Urban,2024-12-11,253,0,2,0,0,NE_Monsoon,3,12,50
STN_001,Urban,2024-12-12,293,307,3,0,0,NE_Monsoon,3,12,50
STN_001,Urban,2024-12-13,252,55,4,0,0,NE_Monsoon,3,12,50
STN_001,Urban,2024-12-14,295,360,5,1,0,NE_Monsoon,3,12,50
